Tue Jun 12 21:32:49 +0000 2018,$WMT Trade Setup For Experienced Investors Right Here...  https://t.co/MPZzd3ESWa
Tue Jun 12 20:04:53 +0000 2018,RT @DCtechwire: Tension in air at DC courthouse as world awaits $T $TWX merger decision. Full coverage on https://t.co/6W0iwQsnwD @the deal\\u2026
Tue Jun 12 20:04:48 +0000 2018,RT @_davidelman: You may have heard a $T $TWX decision is due this afternoon. Via @nolter: \\nJudge Leon\'s AT&amp;T Ruling Will Be a Media Bellwe\\u2026
Tue Jun 12 20:03:36 +0000 2018,"AT&amp;T/Time Warner decision upcoming, with far-reaching ripples https://t.co/emVR6qRld7 $T $TWX $CMCSA $DIS $FOXA $SKYAY https://t.co/jzebogq1OI"
Tue Jun 12 20:03:26 +0000 2018,"RT @ScottGamm: Since the AT&amp;T-Time Warner deal was announced on October 22, 2016...\\n\\nAT&amp;T shares are down over 8%\\nTime Warner shares are up\\u2026"
Tue Jun 12 20:01:56 +0000 2018,RT @rorol: Washington caps fans pass by as camera crews await Judge Leon\\u2019s verdict on AT&amp;T- Time Warner $T- $TWX @TheStreet https://t.co/83\\u2026
Tue Jun 12 19:56:18 +0000 2018,RT @RichBTIG: How amazing is this line $T $TWX via @business @eelarson @damclaugh\\n\\
Tue Jun 12 19:55:14 +0000 2018,"RT @ScottGamm: Since the AT&amp;T-Time Warner deal was announced on October 22, 2016...\\n\\nAT&amp;T shares are down over 8%\\nTime Warner shares are up\\u2026"
Tue Jun 12 19:53:14 +0000 2018,"RT @ScottGamm: Since the AT&amp;T-Time Warner deal was announced on October 22, 2016...\\n\\nAT&amp;T shares are down over 8%\\nTime Warner shares are up\\u2026"
Tue Jun 12 19:49:30 +0000 2018,The verdict is almost in!\\nWill Judge Richard Leon allow the huge merger between AT&amp;T and Time Warner? \\n$T $TWX \\n#Vailshire
Tue Jun 12 19:49:09 +0000 2018,RT @AcurisGlobal: The highly anticipated decision regarding the Time Warner and AT&amp;T #merger will be announced soon. ICYMI: Acuris company\\u2026
Tue Jun 12 19:48:44 +0000 2018,RT @DCtechwire: Tension in air at DC courthouse as world awaits $T $TWX merger decision. Full coverage on https://t.co/6W0iwQsnwD @the deal\\u2026
Tue Jun 12 19:48:05 +0000 2018,RT @TSTRealMoney: How to view today\'s AT&amp;T $T - Time Warner $TWX court ruling - via Paul @Stockdoc999 Price https://t.co/QwfyvdBA1h https:/\\u2026
Tue Jun 12 19:47:26 +0000 2018,"Since the AT&amp;T-Time Warner deal was announced on October 22, 2016...\\n\\nAT&amp;T shares are down over 8%\\nTime Warner shares are up about 7%\\nS&amp;P 500 up roughly 30%\\n\\n@TheStreet\\n$T $TWX"
Tue Jun 12 19:46:00 +0000 2018,RT @TSTRealMoney: How to view today\'s AT&amp;T $T - Time Warner $TWX court ruling - via Paul @Stockdoc999 Price https://t.co/QwfyvdBA1h https:/\\u2026
Tue Jun 12 19:41:25 +0000 2018,RT @rorol: Washington caps fans pass by as camera crews await Judge Leon\\u2019s verdict on AT&amp;T- Time Warner $T- $TWX @TheStreet https://t.co/83\\u2026
Tue Jun 12 19:39:34 +0000 2018,*U.S. ANTITRUST CHIEF DELRAHIM ARRIVES AT AT&amp;T HEARING IN D.C. $TWX $T
Tue Jun 12 19:38:08 +0000 2018,RT @RichBTIG: How amazing is this line $T $TWX via @business @eelarson @damclaugh\\n\\
Tue Jun 12 19:37:56 +0000 2018,"RT @MarketCurrents: AT&amp;T/Time Warner decision upcoming, with far-reaching ripples https://t.co/idV7FU79rq $T $TWX $DIS $FOX"
Tue Jun 12 19:37:37 +0000 2018,"AT&amp;T/Time Warner decision upcoming, with far-reaching ripples https://t.co/oXqDYvFfg6 $T $TWX $DIS $FOX"
Tue Jun 12 19:37:37 +0000 2018,"AT&amp;T/Time Warner decision upcoming, with far-reaching ripples https://t.co/idV7FU79rq $T $TWX $DIS $FOX"
Tue Jun 12 19:36:36 +0000 2018,$T bought a slug of deep out of the money ATT CALLS at $29
Tue Jun 12 19:36:22 +0000 2018,RT @rorol: Washington caps fans pass by as camera crews await Judge Leon\\u2019s verdict on AT&amp;T- Time Warner $T- $TWX @TheStreet https://t.co/83\\u2026
Tue Jun 12 19:35:07 +0000 2018,RT @AcurisGlobal: The highly anticipated decision regarding the Time Warner and AT&amp;T #merger will be announced soon. ICYMI: Acuris company\\u2026
Tue Jun 12 19:35:01 +0000 2018,RT @rorol: Washington caps fans pass by as camera crews await Judge Leon\\u2019s verdict on AT&amp;T- Time Warner $T- $TWX @TheStreet https://t.co/83\\u2026
Tue Jun 12 19:32:12 +0000 2018,The highly anticipated decision regarding the Time Warner and AT&amp;T #merger will be announced soon. ICYMI: Acuris company @PaRRGlobal released a special report last month highlighting its coverage of $TWX / $T. Access the report below. #MnA https://t.co/LgJLvg3SBS
Tue Jun 12 19:29:11 +0000 2018,"At 28.40, the average implied volatility on $T is at a 4-month high and at 38.08, the average implied volatility on $TWX is at a 20-month high pending the outcome of the DOJ ruling on the T/TWX merger.\\nhttps://t.co/wyfH3UcCAS"
Tue Jun 12 19:25:21 +0000 2018,RT @RichBTIG: WATCH: Talked AT&amp;T Time Warner coming decision and implications with @VonnieQuinn &amp; @SheryAhnNews of @BloombergTV \\n$T $TWX $F\\u2026
Tue Jun 12 19:23:18 +0000 2018,Tension in air at DC courthouse as world awaits $T $TWX merger decision. Full coverage on https://t.co/6W0iwQsnwD @the dealnewsroom https://t.co/po823kEMt4
Tue Jun 12 19:19:02 +0000 2018,AT&amp;T-Time Warner ruling: The media industry hangs in the balance https://t.co/Se1HV2Pt6b $T $TWX https://t.co/filC4E5p4S
Tue Jun 12 19:18:13 +0000 2018,$T $TWX #merger decision within the hour. Huge crowd at courthouse. Full coverage https://t.co/6W0iwQsnwD https://t.co/126rYljbjm
Tue Jun 12 19:16:40 +0000 2018,RT @TedatACA: @RBRTVBR @AdamRJacobson1 reports: @AmericanCable: Forget AT&amp;T/Time Warner: Comcast/NBCU Is Worse | Radio &amp; Television Busines\\u2026
Tue Jun 12 19:06:48 +0000 2018,RT @RichBTIG: WATCH: Talked AT&amp;T Time Warner coming decision and implications with @VonnieQuinn &amp; @SheryAhnNews of @BloombergTV \\n$T $TWX $F\\u2026
Tue Jun 12 19:05:40 +0000 2018,RT @RichBTIG: WATCH: Talked AT&amp;T Time Warner coming decision and implications with @VonnieQuinn &amp; @SheryAhnNews of @BloombergTV \\n$T $TWX $F\\u2026
Tue Jun 12 18:59:45 +0000 2018,RT @RichBTIG: WATCH: Talked AT&amp;T Time Warner coming decision and implications with @VonnieQuinn &amp; @SheryAhnNews of @BloombergTV \\n$T $TWX $F\\u2026
Tue Jun 12 18:56:40 +0000 2018,RT @RichBTIG: How amazing is this line $T $TWX via @business @eelarson @damclaugh\\n\\
Tue Jun 12 18:54:01 +0000 2018,WATCH: Talked AT&amp;T Time Warner coming decision and implications with @VonnieQuinn &amp; @SheryAhnNews of @BloombergTV \\n$T $TWX $FOXA $DIS $CMCSA $BSYLN\\nhttps://t.co/X1qrgMcKPY
Tue Jun 12 18:52:00 +0000 2018,$T stock gains +0.15% as AT&amp;T Inc.- Time Warner Inc. merger case reading of ruling at 4PM costs up to $860 https://t.co/E7poP7UyCU
Tue Jun 12 18:50:09 +0000 2018,"$TWX $T Merger decision will be at about 4 pm ET. @NYT says no devices allowed in court room, so many will be shouting down hallways @ 4 pm"
Tue Jun 12 18:48:26 +0000 2018,"RT @ChrisDolmetsch: Want a seat for the ruling in the $T and $TWX antitrust case? It could cost you nearly $900, @eelarson and @damclaugh r\\u2026"
Tue Jun 12 18:29:21 +0000 2018,Obermeyer Wood Investment Counsel Lllp Has Upped Its At&amp;T $T Holding; Shorts at Airmedia Group - American Depositary Shares E $AMCN Raised By 37.69% - https://t.co/WidCtI3exW
Tue Jun 12 18:25:21 +0000 2018,RT @RichBTIG: How amazing is this line $T $TWX via @business @eelarson @damclaugh\\n\\
Tue Jun 12 18:20:00 +0000 2018,RT @RichBTIG: How amazing is this line $T $TWX via @business @eelarson @damclaugh\\n\\
Tue Jun 12 18:13:11 +0000 2018,RT @RichBTIG: How amazing is this line $T $TWX via @business @eelarson @damclaugh\\n\\
Tue Jun 12 18:06:48 +0000 2018,Washington caps fans pass by as camera crews await Judge Leon\\u2019s verdict on AT&amp;T- Time Warner $T- $TWX @TheStreet https://t.co/834kc3sbEf
Tue Jun 12 18:06:29 +0000 2018,RT @RichBTIG: How amazing is this line $T $TWX via @business @eelarson @damclaugh\\n\\
Tue Jun 12 18:03:47 +0000 2018,RT @RichBTIG: How amazing is this line $T $TWX via @business @eelarson @damclaugh\\n\\
Tue Jun 12 17:57:50 +0000 2018,"Want a seat for the ruling in the $T and $TWX antitrust case? It could cost you nearly $900, @eelarson and @damclaugh report https://t.co/WiHctkZtxn via @bpolitics #law #antitrust"
Tue Jun 12 17:55:34 +0000 2018,RT @RichBTIG: How amazing is this line $T $TWX via @business @eelarson @damclaugh\\n\\
Tue Jun 12 17:55:04 +0000 2018,RT @RichBTIG: Joining @VonnieQuinn at ~1:20 pm EST to chat media trial of the century and industry impact\\n@BloombergTV \\n$TWX $T $ FOXA $DIS\\u2026
Tue Jun 12 17:53:59 +0000 2018,"RT @Markos_Anderson: Judge Richard Leon will issue his ruling on AT&amp;T-Time Warner merger after 4pm ET, so after the market closes.....so AH\\u2026"
Tue Jun 12 17:52:56 +0000 2018,RT @TradeOutLoud: AT&amp;T $T and Time Warner $TWX will find out today if a judge plans to allow or block their planned deal. U.S. District Jud\\u2026
Tue Jun 12 17:51:22 +0000 2018,How amazing is this line $T $TWX via @business @eelarson @damclaugh\\n\\
Tue Jun 12 17:48:42 +0000 2018,"13:42 ET Volume Leader #11 - T 17,816,934 AT&amp;T Inc $T 34.12 -0.06 -0.18% High today of 34.56 day low 34.08.  https://t.co/Yrwqb9QlSa"
Tue Jun 12 17:34:22 +0000 2018,RT @RichBTIG: Joining @VonnieQuinn at ~1:20 pm EST to chat media trial of the century and industry impact\\n@BloombergTV \\n$TWX $T $ FOXA $DIS\\u2026
Tue Jun 12 17:14:00 +0000 2018,Joining @VonnieQuinn at ~1:20 pm EST to chat media trial of the century and industry impact\\n@BloombergTV \\n$TWX $T $ FOXA $DIS $CMCSA $SKYLN
Tue Jun 12 17:07:58 +0000 2018,Getting a Front-Row Seat for the AT&amp;T Ruling Costs Up to $860 https://t.co/2Cf2hqJx7e $T $TWX https://t.co/QmlDfJWzbz
Tue Jun 12 16:59:37 +0000 2018,RT @apppro1: I\'m long many of these merger stocks incliding $T @ATT and god I pray that the Judge makes it VERY clear his verdict is ONLY d\\u2026
Tue Jun 12 16:49:51 +0000 2018,M&amp;A hangs on AT&amp;T-Time Warner deal https://t.co/TjiWO9wuAv $T $TWX $CMCSA $DIS
Tue Jun 12 16:39:09 +0000 2018,"RT @DanBehringer221: Stakes are high for AT&amp;T, Time Warner as court rules on proposed merger. https://t.co/1fXHHdBHJU @nytimes #business $T\\u2026"
Tue Jun 12 16:38:09 +0000 2018,RT @teresaarthur66: $SPX $SPY $QQQ $NDX $IWM $VIX $DIA $DJIA $T $TWX $FOXA $CMCSA $DIS $TSLA $TWTR $RCII $RH $LE $HA $SYK $BSX Top stock st\\u2026
Tue Jun 12 16:35:29 +0000 2018,Time Warner and 21st Century Fox hang in the balance of DOJ vs. AT&amp;T ruling    \\nthis afternoon (T) https://t.co/hhPe7TFaJ1 $T
Tue Jun 12 16:34:52 +0000 2018,"RT @DanBehringer221: Stakes are high for AT&amp;T, Time Warner as court rules on proposed merger. https://t.co/1fXHHdBHJU @nytimes #business $T\\u2026"
Tue Jun 12 16:34:04 +0000 2018,Buy or Sell AT&amp;T Inc. Stock With Its 6% Dividend Yield? $T https://t.co/UfA1qt4xqh #dividend #investing https://t.co/61a8JpO0Dh
Tue Jun 12 16:33:09 +0000 2018,$SPX $SPY $QQQ $NDX $IWM $VIX $DIA $DJIA $T $TWX $FOXA $CMCSA $DIS $TSLA $TWTR $RCII $RH $LE $HA $SYK $BSX Top stock stories at midday https://t.co/DSJGp56hvl
Tue Jun 12 16:32:08 +0000 2018,But as long as AT&amp;T $T paying lobbyists and lobbyists are lobbying @GOP and @TheDemocrats @HouseGOP @HouseDemocrats et al the merger will be passed. https://t.co/OuhmuolLFC
Tue Jun 12 16:27:25 +0000 2018,RT @theflynews: On The Fly: Top stock stories at midday $T $TWX $FOXA $CMCSA $DIS $TSLA $TWTR $FOX $RCII $RH $LE $HA $SYK $BSX https://t.co\\u2026
Tue Jun 12 16:27:24 +0000 2018,@RBRTVBR @AdamRJacobson1 reports: @AmericanCable: Forget AT&amp;T/Time Warner: Comcast/NBCU Is Worse | Radio &amp; Television Business Report https://t.co/DAhtkvB9j1  $T $TWX $CMCSA https://t.co/h5axh6ajHM
Tue Jun 12 16:26:25 +0000 2018,RT @Archie_Bunker99: after finding out that AT&amp;T $T paid Michael Cohen @MichaelCohen212 \\nI hope the merger is denied
Tue Jun 12 16:22:53 +0000 2018,On The Fly: Top stock stories at midday $T $TWX $FOXA $CMCSA $DIS $TSLA $TWTR $FOX $RCII $RH $LE $HA $SYK $BSX https://t.co/Y5M6m9ehQX
Tue Jun 12 16:17:32 +0000 2018,RT @TSTRealMoney: How to view today\'s AT&amp;T $T - Time Warner $TWX court ruling - via Paul @Stockdoc999 Price https://t.co/QwfyvdBA1h https:/\\u2026
Tue Jun 12 16:07:07 +0000 2018,How to view today\'s AT&amp;T $T - Time Warner $TWX court ruling - via Paul @Stockdoc999 Price https://t.co/QwfyvdBA1h https://t.co/Gp6BMIcdng
Tue Jun 12 16:03:00 +0000 2018,$TWX $T AT&amp;T-Time Warner Decision Day: What to Watch For via https://t.co/jURZDymPXI
Tue Jun 12 15:50:40 +0000 2018,after finding out that AT&amp;T $T paid Michael Cohen @MichaelCohen212 \\nI hope the merger is denied
Tue Jun 12 15:43:08 +0000 2018,"RT @ksheekey: What I\'m reading today:  AT&amp;T Time Warner ruling at 4pm; Trump talks condos, hotels and beaches in North Korea; Thanks to @Sa\\u2026"
Tue Jun 12 15:40:30 +0000 2018,RT @stephenfoley: That AT&amp;T bid for Time Warner isn\'t what it used to be.  $T $TWX https://t.co/JaHtRfi92h https://t.co/QNQ4vQZeRk
Tue Jun 12 15:39:43 +0000 2018,That AT&amp;T bid for Time Warner isn\'t what it used to be.  $T $TWX https://t.co/JaHtRfi92h https://t.co/QNQ4vQZeRk
Tue Jun 12 15:39:10 +0000 2018,The #DoJ vs AT&amp;T #antitrust ruling is expected at around 4pm EST https://t.co/pkHVVz0bMX via @variety $T
Tue Jun 12 15:30:39 +0000 2018,RT @OptionsAction: Here\\u2019s how @Michael_Khouw is playing $T ahead of the AT&amp;T-Time Warner decision https://t.co/B3um0sWvpG
Tue Jun 12 15:29:54 +0000 2018,RT @taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
Tue Jun 12 15:29:06 +0000 2018,U.S. Department of Justice\\u00a0#Antitrust head Makan Delrahim\\u00a0speaks on AT&amp;T\\u00a0Time Warner Inc.\\u00a0Bayer\\u00a0Monsanto Company\\u00a0Alphabet\\u00a0Facebook\\u00a0Open Markets\\u00a0$Goog $FB $T #Antitrust https://t.co/nnPnuTpR9i https://t.co/26IySlUAnG
Tue Jun 12 15:11:59 +0000 2018,RT @Benzinga: Today\'s The Day: How To Trade The AT&amp;T-Time Warner Deal Court Ruling https://t.co/Nylcyer26a $T $TWX $CMCSA $DIS $FOXA $TMUS\\u2026
Tue Jun 12 15:06:51 +0000 2018,RT @Benzinga: Today\'s The Day: How To Trade The AT&amp;T-Time Warner Deal Court Ruling https://t.co/Nylcyer26a $T $TWX $CMCSA $DIS $FOXA $TMUS\\u2026
Tue Jun 12 15:05:25 +0000 2018,"@HalSinger @b_fung The media\'s conventional take on the impact of $T-$TWX ruling is most likely wrong. Even if AT&amp;T wins, Sprint/T-Mobile is very likely to be blocked, and Comcast will have a very tough time if it tries to buy Fox."
Tue Jun 12 15:05:11 +0000 2018,RT @Benzinga: Today\'s The Day: How To Trade The AT&amp;T-Time Warner Deal Court Ruling https://t.co/Nylcyer26a $T $TWX $CMCSA $DIS $FOXA $TMUS\\u2026
Tue Jun 12 15:05:00 +0000 2018,Today\'s The Day: How To Trade The AT&amp;T-Time Warner Deal Court Ruling https://t.co/Nylcyer26a $T $TWX $CMCSA $DIS $FOXA $TMUS $VZ $S
Tue Jun 12 14:59:09 +0000 2018,RT @taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
Tue Jun 12 14:55:22 +0000 2018,"What I\'m reading today:  AT&amp;T Time Warner ruling at 4pm; Trump talks condos, hotels and beaches in North Korea; Thanks to @SadiqKhan for working with @Bloomberg and @Wikipedia to address the #gender page gap.  Read my daily recap:  https://t.co/nlPrWkg032  $T $TWX"
Tue Jun 12 14:53:05 +0000 2018,#Media: The implications of the AT&amp;T/Time Warner case will offer \\
Tue Jun 12 14:33:01 +0000 2018,$T People Have Been Waiting in Line Since Yesterday for the AT&amp;T Ruling via https://t.co/jURZDymPXI
Tue Jun 12 14:32:12 +0000 2018,RT @taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
Tue Jun 12 14:30:03 +0000 2018,"Stakes are high for AT&amp;T, Time Warner as court rules on proposed merger. https://t.co/1fXHHdBHJU @nytimes #business $TWC $T"
Tue Jun 12 14:28:21 +0000 2018,"$T $TIME $TWX AT&amp;T, Justice Department await decision that could determine future of media https://t.co/9pLubD30Il"
Tue Jun 12 14:28:19 +0000 2018,"$T $TIME $TWX AT&amp;T, Justice Department await decision that could determine future of media https://t.co/NAuU22uyXB"
Tue Jun 12 14:28:15 +0000 2018,$T $TIME $TWX One of the biggest M&amp;A decisions ever will happen today. Here\'s how AT&amp;T-Time Warner will change the media world https://t.co/vCfM7LoZ4w
Tue Jun 12 14:27:01 +0000 2018,"$T $DIS $FOXA $CMCSA $CBS:\\n\\nAT&amp;T, Time Warner Ruling Could Set Off Comcast, Disney, CBS Stocks:\\n\\nhttps://t.co/doMkRtCtwg"
Tue Jun 12 14:22:50 +0000 2018,AT&amp;T Inc.: Historical volume for AT&amp;T stock. $T https://t.co/fhHBWm188K https://t.co/2j2rvtQJbH
Tue Jun 12 14:22:29 +0000 2018,RT @YahooFinance: Why the Time Warner deal could be \'uniquely significant\' for AT&amp;T\'s CEO $T $TWX https://t.co/9zkltqn7Cw https://t.co/b6AU\\u2026
Tue Jun 12 14:05:45 +0000 2018,RT @taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
Tue Jun 12 14:04:18 +0000 2018,I\'m long many of these merger stocks incliding $T @ATT and god I pray that the Judge makes it VERY clear his verdict is ONLY directed at @ATT $TWX only and all these other deals are NOT figured here.\\n\\n@SaraEisen $CVS $AET $DIS $FOXA
Tue Jun 12 14:00:52 +0000 2018,RT @taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
Tue Jun 12 14:00:41 +0000 2018,RT @taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
Tue Jun 12 13:56:01 +0000 2018,RT @taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
Tue Jun 12 13:55:58 +0000 2018,RT @taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
Tue Jun 12 13:55:25 +0000 2018,AT&amp;T Inc.: Unusual volume for AT&amp;T stock. $T https://t.co/fhHBWm188K https://t.co/iHu4RqEZjk
Tue Jun 12 13:52:00 +0000 2018,RT @RichBTIG: Handbook for Tomorrow\\u2019s AT&amp;T Time Warner Decision \\n$FOXA $DIS $CMCSA $SKYLN $TWX $T\\nhttps://t.co/RaAF5kx2JJ
Tue Jun 12 13:49:10 +0000 2018,RT @magnuimsinfo: key #support and key #resistance stands at 35.97 $T -#markets #regulations #stockmarkets #Trump #telecommunications #tech\\u2026
Tue Jun 12 13:41:08 +0000 2018,RT @taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
Tue Jun 12 13:35:59 +0000 2018,RT @taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
Tue Jun 12 13:35:07 +0000 2018,RT technology \\
Tue Jun 12 13:33:16 +0000 2018,RT @taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
Tue Jun 12 13:30:39 +0000 2018,RT taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
Tue Jun 12 13:29:51 +0000 2018,RT @taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
Tue Jun 12 13:29:29 +0000 2018,RT technology: RT taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
Tue Jun 12 13:27:49 +0000 2018,RT @taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
Tue Jun 12 13:27:44 +0000 2018,RT @taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
Tue Jun 12 13:27:43 +0000 2018,RT @taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
Tue Jun 12 13:27:38 +0000 2018,RT @taralach: It\'s AT&amp;T-Time Warner merger decision day\\ud83d\\udc68\\u200d\\u2696\\ufe0f Here\'s what you probably should be thinking about $TWX $T
