Fri Jun 08 23:48:12 +0000 2018,"Walmart Inc $WMT Insider Sells $464,202.60 in Stock https://t.co/vRTTbvLcrF"
Fri Jun 08 00:26:05 +0000 2018,$FB A Facebook bug made private posts of 14 million users public https://t.co/BQiFQ1hMi4
Fri Jun 08 00:25:54 +0000 2018,via jimcramer: .@EricJhonsa: Facebook Is Thinking Outside the Box as It Bets Big on Video https://t.co/NR0ychMXWg $fb
Fri Jun 08 00:05:27 +0000 2018,RT @presiamapp: $FB - Facebook Gave Device Makers Deep Access to Data on Users and Friends. WTF! https://t.co/fHLOFdH8qf\\nPresiam will NEVER\\u2026
Fri Jun 08 00:05:20 +0000 2018,#Facebook says it accidentally let anybody read private posts from 14 million users $FB - https://t.co/2UerIzcT6L
Fri Jun 08 00:00:58 +0000 2018,"PAY ATTENTION, PEOPLE!!  #FB #Facebook $FB https://t.co/dJWNuEi2ty"
Fri Jun 08 21:46:15 +0000 2018,RT @RakutenStock: Should investors apply to $RKUNY #Rakuten the same multiple they pay for $AMZN Amazon then $RKUNY #Rakuten should be trad\\u2026
Fri Jun 08 21:00:01 +0000 2018,2018-06-07 Short sale volume (not short interest) for $BABA is 64%. https://t.co/5f1GOOdaVD $SOHU 29% $EBAY 67% $AMZN 57% $OSTK 57%
Fri Jun 08 19:44:04 +0000 2018,$ICNB.0053+30% - Big GREEN FLAGPOLE CANDLE! Pennyland next week? $AMZN $TSLA $WMT $TGT $NVDA $SPY $GLD $EBAY $AAPL $FB $TWTR $GS $S $GOOG \\n$DIS  $IBM $MSFT $BIDU $VZ\\n$ADBE $AMAT $ADSK $AVGO $BABA $BRCD $CDNS $CAVM $CERN $CHKP $CSCO $CTXS $CTSH $CSC \\n$DVMT $DOV $DST $ATVI $EA $MU https://t.co/z3lC2PoOAW
Fri Jun 08 19:34:29 +0000 2018,"Similar To Uber, #eBay Network Effects Offer Big Upside $EBAY Also $BRK.B $AMZN https://t.co/9GhmSbl4ek"
Fri Jun 08 19:03:24 +0000 2018,"From the day $PYPL spun out of $EBAY,\\n$PYPL never traded at a reasonable multiple\\n&amp; it\\u2019s doubled &amp; tripled since.  \\ud83d\\ude80\\ud83d\\udcc8\\n\\u2014 Josh Brown, Halftime Report\\n#TradersEdge"
Fri Jun 08 17:34:28 +0000 2018,$ICNB.005+22% now on HUGE VOLUME - We got a runner! $SPY $GLD $EBAY $AAPL $FB $TWTR $GS $S $GOOG \\n$DIS  $IBM $MSFT $BIDU $VZ\\n$ADBE $AMAT $ADSK $AVGO $BABA $BRCD $CDNS $CAVM $CERN $CHKP $CSCO $CTXS $CTSH $CSC \\n$DVMT $DOV $DST $ATVI $EA $MU $PYPL $SIRI $FISV $SYMC $CHKP $CTXS $SWKS https://t.co/FDRe7MW69A
Fri Jun 08 17:05:56 +0000 2018,$ICNB .0048 +18% Soaring today on BIG VOLUME BREAKOUT! $AMZN $TSLA $WMT $TGT $NVDA $SPY $GLD $EBAY $AAPL $FB $TWTR $GS $S $GOOG \\n$DIS  $IBM $MSFT $BIDU $VZ\\n$ADBE $AMAT $ADSK $AVGO $BABA $BRCD $CDNS $CAVM $CERN $CHKP $CSCO $CTXS $CTSH $CSC \\n$DVMT $DOV $DST $ATVI $EA $MU $PYPL https://t.co/QMbbbHxfvi
Fri Jun 08 16:54:39 +0000 2018,$GBPUSD $NZDUSD $AUDUSD $USDCHF $EURUSD $SPY $QQQ $JPM $AAPL $AMD $YHOO $USDCAD $TSLA $BAC $ES_F $IBM $CHK $EBAY $WMT $WFC $DIA $IWM $VIX https://t.co/VNjbfv4rGl
Fri Jun 08 16:25:00 +0000 2018,"Wedbush Names PayPal As A \'Best Idea,\' Projects 20% Upside https://t.co/YVFq8HdJBo $EBAY $PYPL"
Fri Jun 08 16:23:15 +0000 2018,Commented on $AAPL $AMZN $BMLEX $CLTCX $COST $EBAY $EDFCX $GOOGL $HD $HECO $KSS $ODP $SYE $TGT $WMT $BBY https://t.co/OCxa1ezSQi
Fri Jun 08 15:45:03 +0000 2018,"$AMZN, $EBAY, $AXP Similar To Uber, eBay Network Effects Offer Big Upside - https://t.co/Ujm5spJ24V"
Fri Jun 08 15:26:26 +0000 2018,$AMZN $EBAY $EBAYL Blue bins overflow with Amazon and Walmart boxes. https://t.co/8Ai8q6yTSU
Fri Jun 08 13:43:07 +0000 2018,Should investors apply to $RKUNY #Rakuten the same multiple they pay for $AMZN Amazon then $RKUNY #Rakuten should be trading above $200. $RKUNY #Rakuten pays a dividend is definitely trading at a huge discount to peers $BABA $IAC $NMGC $EBAY #nikkei https://t.co/00jESZoKUT
Fri Jun 08 10:54:02 +0000 2018,2018-06-07 Short sale volume (not short interest) for $BABA is 64%. https://t.co/5f1GOOdaVD $SOHU 29% $EBAY 67% $OSTK 57% $AMZN 57%
Fri Jun 08 10:17:59 +0000 2018,eBay Inc $EBAY Expected to Announce Quarterly Sales of $2.67 Billion https://t.co/lC2LW28Sf3
Fri Jun 08 10:03:24 +0000 2018,eBay $EBAY Raised to Hold at BidaskClub https://t.co/yn878da4aX
Fri Jun 08 10:01:21 +0000 2018,eBay $EBAY Upgraded by BidaskClub to Hold https://t.co/65EftcSqMx
Fri Jun 08 06:13:47 +0000 2018,eBay Inc $EBAY Expected to Announce Quarterly Sales of $2.67 Billion https://t.co/uh0rwEETJ1 #stocks
Fri Jun 08 06:11:59 +0000 2018,eBay Inc $EBAY Expected to Announce Quarterly Sales of $2.67 Billion https://t.co/Q3bU9uyJZT
Fri Jun 08 02:23:31 +0000 2018,$EBAY 15-Jun-18 ATM Implied Vol Increases +2.5% to 20.1. Straddle Implies a Move of \\u00b12.5% https://t.co/eoP0dOp6K1
Fri Jun 08 01:12:52 +0000 2018,Huge $EBAY sell off after hours show promising gains for Friday. Day traders be prepared.
Fri Jun 08 23:58:24 +0000 2018,Will $sfix be a same story as $lulu ? Awesome ER nice pop are we seeing a $50 stock in a year ?  Partnership with $amzn sure can sweeten the deal @TheStreetTV @StockTwits @jimcramer @lululemon @amazon #G7Summit
Fri Jun 08 23:57:03 +0000 2018,"@Amazon\\u2019s NW peers \\u2013 Boeing, Starbucks, Redfin, Microsoft \\u2013 all use a fair simple-majority formula to count votes on shareholder proposals. $AMZN should do the same. https://t.co/ERbvdtV3nm #ESG #SRI #ImpInv #ProxyVoting"
Fri Jun 08 23:54:35 +0000 2018,"#Amazon shareholders voted enough in favor of our fair vote-counting proposal to automatically qualify it for resubmission next year, under SEC rules. Great result for a second-year proposal! #LongGame #ESG #SRI #ImpInv #ProxyVoting $AMZN"
Fri Jun 08 23:50:03 +0000 2018,\\
Fri Jun 08 23:47:27 +0000 2018,#Amazon\\u2019s \\u201cFormula Swapping\\u201d is Detrimental to Shareholders. At $AMZN AGM @NewgroundSRI &amp; @InvestorVoice called for an end to \\u201cdouble standard against stockholders\\u201d. https://t.co/ty2MtimxZf  || #ESG #SRI #ImpInv #ProxyVoting
Fri Jun 08 23:44:23 +0000 2018,"VIDEO: At #Amazon\\u2019s 5/30 annual meeting @NewgroundSRI &amp; @InvestorVoice called for a fair, democratic, simple majority vote-counting formula for shareholder proposals. https://t.co/LXU28jCgQ2 || #ESG #SRI #ImpInv #ProxyVoting $AMZN"
Fri Jun 08 23:36:18 +0000 2018,Just posted 2 new videos: Updates on the #Chevron &amp; #Amazon shareholder meetings. Let us know what you think!  $CVX here: https://t.co/k3hVpjCrqr and $AMZN here: https://t.co/IWdcboeEbY || #ESG #SRI #ImpInv #Ecuador #ProxyVoting
Fri Jun 08 22:52:09 +0000 2018,RT @AndriaCheng: Stitch Fix is \'revolutionizing\' fashion? Its data pitch has helped it achieve this: its share of the U.S. online apparel/s\\u2026
Fri Jun 08 22:51:14 +0000 2018,"Stitch Fix is \'revolutionizing\' fashion? Its data pitch has helped it achieve this: its share of the U.S. online apparel/shoe market has jumped to 11th place from 32nd spot btwn 2012 and 2017, outpacing even No. 1 Amazon\'s growth rate\\nhttps://t.co/1AqGjj0u5N $amzn $sfix $aprn $m"
Fri Jun 08 22:13:36 +0000 2018,I just published \\u201cAmazon releases FireTV Cube because it really wants Voice to have a display\\u201d https://t.co/nApudOTEUt $AMZN
Fri Jun 08 22:04:59 +0000 2018,"Alphabet Inc Is Leading the Smart Speaker Race Over https://t.co/NOW1dTuFJN, Inc. $AMZN $GOOG $GOOGL https://t.co/9ComrV1PfG"
Fri Jun 08 21:51:00 +0000 2018,"For all the real football fans out there, Amazon buys rights to some Premier League soccer games in U.K. https://t.co/CZefawjhsB $AMZN"
Fri Jun 08 21:49:14 +0000 2018,$AMZN Amazon Announces Further Expansion in Oklahoma with Tulsa Fulfillment Center\\nFrom our Stock News Alerts App
Fri Jun 08 21:46:04 +0000 2018,$AMZN - Amazon Announces Further Expansion in Oklahoma with Tulsa Fulfillment Center https://t.co/hwwbsGGd0g
Fri Jun 08 21:46:03 +0000 2018,$AMZN - Amazon Announces Further Expansion in Oklahoma with Tulsa Fulfillment Center https://t.co/pMjiOC98k4
Fri Jun 08 21:38:00 +0000 2018,Amazon aims to attract indie beauty brands https://t.co/cipCIec8Te $AMZN $ULTA $TGT $SBH
Fri Jun 08 20:46:59 +0000 2018,RT @NeoMagic_Corp: When you\'re fed up with the way $AMZN Amazon treats you as #Merchant &amp; haven\'t heard about $NMGC NeoMagic\'s #mercadomagi\\u2026
Fri Jun 08 20:40:01 +0000 2018,RT @NeoMagic_Corp: When you\'re fed up with the way $AMZN Amazon treats you as #Merchant &amp; haven\'t heard about $NMGC NeoMagic\'s #mercadomagi\\u2026
Fri Jun 08 20:37:24 +0000 2018,RT @NeoMagic_Corp: When you\'re fed up with the way $AMZN Amazon treats you as #Merchant &amp; haven\'t heard about $NMGC NeoMagic\'s #mercadomagi\\u2026
Fri Jun 08 20:24:06 +0000 2018,@Ev_Investor Why make a comparison to Amazon if Tesla is (totally) different?... \\ud83d\\ude48\\n$amzn cumulative cash from financing stopped increasing approximately 5 years after going public. $tsla cumulative CFF has been increasing since going public and so has it\'s losses. 1$ for 95\\u00a2
Fri Jun 08 20:21:50 +0000 2018,"$AMZN $SFS Amazon Owns the Smart-Speaker Market, but Google Is Gaining Ground https://t.co/5p9ZEsUaNs"
Fri Jun 08 20:21:49 +0000 2018,"$AMZN $NWS $NWSA https://t.co/rIDbHZgqv4, Inc. Looks to Take Over France With Alexa https://t.co/ubC032ixcr"
Fri Jun 08 20:21:44 +0000 2018,$AMZN Amazon\'s Fire TV Cube Is Here: What You Need to Know https://t.co/Vj7aPdyE1h
Fri Jun 08 20:19:29 +0000 2018,$AMZN CLOSES ABOVE ITS OPENING PRICE AFTER RECOVERING FROM EARLY SELLING PRESSURE: https://t.co/2ibh0NJWBb\\nSentiment: Neutral #AMZN #Amazon
Fri Jun 08 19:58:39 +0000 2018,Amazon corto $1570 $AMZN https://t.co/pkNIJtCttp
Fri Jun 08 19:24:13 +0000 2018,When you\'re fed up with the way $AMZN Amazon treats you as #Merchant &amp; haven\'t heard about $NMGC NeoMagic\'s #mercadomagico #Magic @mercadomagico #online #selling #options https://t.co/doYxUK8PL3  https://t.co/DvRAdCF3cs #vendors @MercadoMagicoMX #MEXICO @mercado_magico #Venezuela
Fri Jun 08 19:18:21 +0000 2018,EVINE Live $EVLV versus https://t.co/rhi6nF4Kw5 $AMZN Head-To-Head Survey https://t.co/d4dcFbp6NS
Fri Jun 08 19:10:09 +0000 2018,RT @SJosephBurns: Amazon Revenue (Billions)...\\n2018 (est): 237\\n2017: 178\\n2016: 136\\n2015: 107\\n2014: 89\\n2013: 74\\n2012: 61\\n2011: 48\\n2010: 34\\n2\\u2026
Fri Jun 08 18:48:25 +0000 2018,RT @SJosephBurns: Amazon Revenue (Billions)...\\n2018 (est): 237\\n2017: 178\\n2016: 136\\n2015: 107\\n2014: 89\\n2013: 74\\n2012: 61\\n2011: 48\\n2010: 34\\n2\\u2026
Fri Jun 08 18:35:34 +0000 2018,"$AMZN The Zacks Analyst Blog Highlights: Amazon, Netflix, Twitter, Disney and Comcast https://t.co/UE915OE1zi via @YahooFinance"
Fri Jun 08 18:03:23 +0000 2018,$AMZN #Amazon: Help For The Cash-Strapped #Investor https://t.co/KeA1RmsYm9 $SPY $GLD $SLV $QQQ $DIA $DJIA $IWM $TLT $EEM $ETH $BTC $LTC $XRP #stockmarket #commodities #investing #finance #stocks #gold #silver #bonds #bitcoin
Fri Jun 08 17:49:22 +0000 2018,How this Indiana couple stole $1.2 million from Amazon $AMZN  https://t.co/TUpgG8jiA7 via @YahooFinance
Fri Jun 08 17:35:26 +0000 2018,Morgan Stanley: Alibaba\'s Opportunity In China \'Vastly Greater\' Than Amazon\'s U.S. Potential $AMZN https://t.co/DPtsJvFfma @benzinga
Fri Jun 08 17:24:37 +0000 2018,First company to hit $1T? $AAPL $GOOGL $AMZN $MSFT #APPLE #GOOGLE #AMAZON #MICROSOFT
Fri Jun 08 17:23:18 +0000 2018,\\
Fri Jun 08 16:54:38 +0000 2018,"RT @Benzinga: What Alexa On Amazon\'s Fire TV Means For Netflix, Roku, Spotify, Comcast https://t.co/2NiIz4BnqT $AMZN $CMCSA $DISH $ROKU $NF\\u2026"
Fri Jun 08 16:45:00 +0000 2018,"What Alexa On Amazon\'s Fire TV Means For Netflix, Roku, Spotify, Comcast https://t.co/2NiIz4BnqT $AMZN $CMCSA $DISH $ROKU $NFLX $SPOT"
Fri Jun 08 16:43:51 +0000 2018,Weekly Investment Analysts\\u2019 Ratings Changes for https://t.co/wpTcXrLApq $AMZN https://t.co/ATE0AKIIOv
Fri Jun 08 16:42:21 +0000 2018,Weekly Investment Analysts\\u2019 Ratings Changes for https://t.co/dwvW5Vk9Bt $AMZN https://t.co/UiYc1peFsx #stocks
Fri Jun 08 16:38:26 +0000 2018,Weekly Investment Analysts\\u2019 Ratings Changes for https://t.co/ctodWiTysQ $AMZN https://t.co/4u4DOpbMLC
Fri Jun 08 16:30:29 +0000 2018,Amazon\'s monthly STEM toy subscription box is about to turn your kid into a little genius $AMZN - https://t.co/FI2LWQIbWb
Fri Jun 08 16:07:16 +0000 2018,EVINE Live $EVLV versus https://t.co/ctodWiTysQ $AMZN Financial Review https://t.co/52I1PhyZPd
Fri Jun 08 16:01:44 +0000 2018,The Guardian view on Amazon: not a normal monopoly - The Guardian https://t.co/fApAi8Qdu7 $AMZN
Fri Jun 08 16:00:07 +0000 2018,RT @JeffMacke: \\u201c$M has outperformed Amazon over the last 12mo!\\u201d \\n\\nAnyone with an investing timeframe of longer than one year and not pegged\\u2026
Fri Jun 08 15:50:32 +0000 2018,"What Alexa On Amazon\'s Fire TV Means For Netflix, Roku, Spotify, Comcast\\n\\n$NFLX $ROKU $CMCSA $SPOT $DISH $AMZN  \\n\\nhttps://t.co/vyB66ZGbk8"
Fri Jun 08 15:47:49 +0000 2018,Amazon Who? Top Fund Managers Go Shopping For These Retail Stocks\\n\\n$TJX $PVH $OXM $GWW $KSS $M $AMZN $CAL  \\n\\nhttps://t.co/ldu5CrFrlo
Fri Jun 08 15:43:24 +0000 2018,RT @charliebilello: Amazon Revenue (Billions)...\\n2018 (est): 237\\n2017: 178\\n2016: 136\\n2015: 107\\n2014: 89\\n2013: 74\\n2012: 61\\n2011: 48\\n2010: 34\\u2026
Fri Jun 08 15:37:41 +0000 2018,RT @JeffMacke: \\u201c$M has outperformed Amazon over the last 12mo!\\u201d \\n\\nAnyone with an investing timeframe of longer than one year and not pegged\\u2026
Fri Jun 08 15:04:56 +0000 2018,\\u201c$M has outperformed Amazon over the last 12mo!\\u201d \\n\\nAnyone with an investing timeframe of longer than one year and not pegged to June 7th (?) has had a different experience... $AMZN https://t.co/FjDPU7sezw
Fri Jun 08 14:45:12 +0000 2018,"Amazon could rally another 30 percent, #technician says, pushing it to $1 trillion #market cap $AMZN $AAPL $GOOGL https://t.co/sbUqcCoOwi"
Fri Jun 08 14:07:19 +0000 2018,Owning $amzn has been driver of #mutualfund performance highlighting importance of looking inside not just backward. @cfraresearch @ReutersMoney @DKRandall https://t.co/didHiLXwzv
Fri Jun 08 14:00:27 +0000 2018,RT @JohnSpall247: #Breaking #GrandChallenge $AMZN @MILLERVALUE Inside Amazon\'s Grand Challenge \\u2014 a secretive lab working on cancer research\\u2026
Fri Jun 08 14:00:25 +0000 2018,How this Indiana couple stole $1.2 million from #Amazon https://t.co/bbTrrh81e0 $AMZN #fraud #e-commerce
Fri Jun 08 13:58:35 +0000 2018,"RT @theflynews: Amazon will become top U.S. apparel seller in 2018, says Wells Fargo $AMZN $WMT https://t.co/HeNo39exZG"
Fri Jun 08 13:26:56 +0000 2018,"$AMZN After Berkshire\' (BRK.A) Warren Buffett and JPMorgan\'s (JPM) Jamie Dimon announced on CNBC that they have selected a CEO for their healthcare joint venture with Amazon (AMZN) and added that they would announce the name in about two weeks,"
Fri Jun 08 13:14:01 +0000 2018,Amazon Who? Top Fund Managers Go Shopping For These Retail Stocks @investors $AMZN $KSS $M $TJX $CAL $GWW $PVH $OXM https://t.co/QC67yMBmzE
Fri Jun 08 12:51:44 +0000 2018,@Amazon Sellers Say The Tech Giant Is Crushing Them With Competitive Pricing https://t.co/CpcpLpbNQX $AMZN
Fri Jun 08 12:40:05 +0000 2018,RT @SJosephBurns: Amazon Revenue (Billions)...\\n2018 (est): 237\\n2017: 178\\n2016: 136\\n2015: 107\\n2014: 89\\n2013: 74\\n2012: 61\\n2011: 48\\n2010: 34\\n2\\u2026
Fri Jun 08 12:32:07 +0000 2018,Some fund managers are avoiding Amazon as it leads U.S. market https://t.co/1dofnRGfw6 $AMZN
Fri Jun 08 12:12:44 +0000 2018,\\u201cLet\\u2019s Make a Deal\\u201d $AMZN Healthcare \\u201c(2 Yrs) Behind that  $BOX where Carol Marol is standing\\u201d Hiring 1 $BOX exec may be 1st step but as of 2/18- \\u201cAWS does not offer HIPAA compliance for all of its cloud services- $BOX has been since 4/13\\u201d https://t.co/mpjMFN6KXd So Make a Deal? https://t.co/nvh752I8g2
Fri Jun 08 12:10:23 +0000 2018,"Geisinger CEO David Feinberg will stay with company, won\'t lead Amazon-Berkshire-JPM venture $BRKA $AMZN $JPM - https://t.co/JAJNeLtDfS"
Fri Jun 08 12:10:15 +0000 2018,#LetJennieReview\\n\\n$AMZN @amazon @AmazonHelp IS EVIL\\n\\nAlgos decide who is an honest reviewer and who is not. When the algo makes a mistake the company provides no means to fix that mistake.\\n\\n#Monopoly power in action! \\ud83e\\udd2c\\ud83e\\udd2c\\ud83e\\udd2c https://t.co/zD4CwCapep
Fri Jun 08 12:04:51 +0000 2018,Jeff Bezos is so much bigger than #Amazon \\u2014 here\'s a look at his empire $AMZN - https://t.co/7GqY7P0Cq3
Fri Jun 08 11:57:22 +0000 2018,"RT @JeffMacke: OH \\u201cMacys is beating $AMZN by 450% (in the last 22 trading days).\\u201d \\u201c$M makes money in retail, Amazon doesn\\u2019t.\\u201d\\n\\nOh boy."
Fri Jun 08 11:52:33 +0000 2018,#Amazon Needs #Drones to Fix This $6 Billion Problem @themotleyfool #stocks $AMZN https://t.co/CdQx5gO1kZ
Fri Jun 08 11:46:09 +0000 2018,Amazon $AMZN Signs U.K.\\u2019s Premier League | Fire TV Cube is Here | $AAPL $TWTR $SBUX $MCD $DLTR\\nGet today\'s list of stocks to trade: == &gt; https://t.co/csT8kqGcLw https://t.co/MTBD074HU5
Fri Jun 08 11:31:51 +0000 2018,"RT @theflynews: Amazon will become top U.S. apparel seller in 2018, says Wells Fargo $AMZN $WMT https://t.co/HeNo39exZG"
Fri Jun 08 11:27:39 +0000 2018,"Amazon will become top U.S. apparel seller in 2018, says Wells Fargo $AMZN $WMT https://t.co/HeNo39exZG"
Fri Jun 08 11:24:34 +0000 2018,You would think the largest online retailer Amazon along with other major assets would need to be in the Dow.  No? @jimcramer $AMZN
Fri Jun 08 11:17:58 +0000 2018,Amazon has to split the stock sooner or later. And probably sooner. Just like Apple did to get in the Dow. $AMZN $AAPL $GOOGL $FB $baba
Fri Jun 08 11:16:44 +0000 2018,"RT @JeffMacke: OH \\u201cMacys is beating $AMZN by 450% (in the last 22 trading days).\\u201d \\u201c$M makes money in retail, Amazon doesn\\u2019t.\\u201d\\n\\nOh boy."
Fri Jun 08 11:16:15 +0000 2018,"RT @jchengery: #India: Another factor that will lead to booming #ecommerce mkt: Flipkart, #Amazon, Paytm Mall all making major #investments\\u2026"
Fri Jun 08 11:16:01 +0000 2018,RT @SJosephBurns: Amazon Revenue (Billions)...\\n2018 (est): 237\\n2017: 178\\n2016: 136\\n2015: 107\\n2014: 89\\n2013: 74\\n2012: 61\\n2011: 48\\n2010: 34\\n2\\u2026
Fri Jun 08 11:15:04 +0000 2018,"#India: Another factor that will lead to booming #ecommerce mkt: Flipkart, #Amazon, Paytm Mall all making major #investments in #logistics &amp; #paymentsystems, plus offering discts. #digitalmarketing #mcommerce #retail #mobilemarketing #InternetMarketing #ROI $AMZN"
Fri Jun 08 10:45:07 +0000 2018,RT @Renepdata: $AMZN President Donald Trump is again attacking online retailer Amazon calling its business deal with the U.S. Postal Servic\\u2026
Fri Jun 08 10:42:12 +0000 2018,RT @FinancialReview: .@Amazon buys rights to stream English Premier League football matches.\\n#soccer #EPL $AMZN\\nhttps://t.co/z1Hs6VfGHk
Fri Jun 08 10:39:19 +0000 2018,"$AMZN President Donald Trump is again attacking online retailer Amazon calling its business deal with the U.S. Postal Service to deliver packages a money-losing agreement that hurts U.S. taxpayers. Federal regulators, however, have found the contract with Amazon to be profitable. https://t.co/rB866hMIyk"
Fri Jun 08 10:37:24 +0000 2018,"$AMZN President Donald Trump is again attacking online retailer Amazon calling its business deal with the U.S. Postal Service to deliver packages a money-losing agreement that hurts U.S. taxpayers. Federal regulators, however, have found the contract with Amazon to be profitable."
Fri Jun 08 10:37:16 +0000 2018,RT @SJosephBurns: Amazon Revenue (Billions)...\\n2018 (est): 237\\n2017: 178\\n2016: 136\\n2015: 107\\n2014: 89\\n2013: 74\\n2012: 61\\n2011: 48\\n2010: 34\\n2\\u2026
Fri Jun 08 10:30:00 +0000 2018,.@Amazon buys rights to stream English Premier League football matches.\\n#soccer #EPL $AMZN\\nhttps://t.co/z1Hs6VfGHk
Fri Jun 08 10:25:03 +0000 2018,"#India: #Ecommerce mkt growth enabled partly by leaders in industry - Flipkart, #Amazon, Paytm Mall - who have expanded into new sectors, incl grocery. #digitalmarketing #mcommerce #retail #mobilemarketing #InternetMarketing #ROI $AMZN"
Fri Jun 08 10:21:24 +0000 2018,"$AMZN $SFS Amazon Owns the Smart-Speaker Market, but Google Is Gaining Ground https://t.co/3C9whQ6gEb"
Fri Jun 08 10:21:23 +0000 2018,"$AMZN $NWS $NWSA https://t.co/rIDbHZgqv4, Inc. Looks to Take Over France With Alexa https://t.co/VtKnHLQww2"
