Wed Jun 13 23:24:12 +0000 2018,"Walmart Inc $WMT Director Sells $92,971,098.88 in Stock https://t.co/Vb3RlI4PLe #stocks"
Wed Jun 13 05:51:02 +0000 2018,"RT @SBarryJames: Is it too much to say THIS CHANGES EVERYTHING #antitrust $t/ $twx \\nJudge approves AT&amp;T/Time Warner deal, no conditions, op\\u2026"
Wed Jun 13 05:34:26 +0000 2018,RT @jtoonkel: $NFLX shares down almost 5 percent on AT&amp;T Time Warner verdict $T $TWX
Wed Jun 13 05:30:53 +0000 2018,Aftermarket trade ripples run wide from AT&amp;T/Tim... $T $TWX $CMCSA $FOX $FOXA $DIS $SKYAY $S $TMUS $CBS $VIA https://t.co/JbNkxguhyW
Wed Jun 13 05:23:26 +0000 2018,$CCV $CCZ $CMCSA $T AT&amp;T wins big. Next up: Comcast and Fox https://t.co/KfWJGpIJgo
Wed Jun 13 05:14:07 +0000 2018,Q2 2018 EPS Estimates for AT&amp;T Inc. Increased by Analyst $T https://t.co/9ySGKQHzMZ
Wed Jun 13 05:09:52 +0000 2018,$T #AT&amp;TInc. declines in after hours trading. See the latest news. https://t.co/oChrlITtUu https://t.co/WFgICom6Zb
Wed Jun 13 05:06:02 +0000 2018,"So the massive surge of buying around 3:00-3:30 EST, I wonder if that was the AT&amp;T $T Time Warner decision being leaked. The surge was too big to be random, IMO. $TWX  Just a thought. $SPY $SPX $QQQ $VIX $VXX #stocks $XLF"
Wed Jun 13 04:42:41 +0000 2018,RT @VickiBryanPC: TA DA! Looks like AT&amp;T\'s \\
Wed Jun 13 04:31:09 +0000 2018,RT @Reuters: AT&amp;T wins court approval to buy Time Warner over Trump opposition: https://t.co/x9LAJO8PiZ Read the opinion: https://t.co/hstT\\u2026
Wed Jun 13 04:11:46 +0000 2018,"RT @SBarryJames: Is it too much to say THIS CHANGES EVERYTHING #antitrust $t/ $twx \\nJudge approves AT&amp;T/Time Warner deal, no conditions, op\\u2026"
Wed Jun 13 03:40:22 +0000 2018,"Aftermarket trade ripples run wide from AT&amp;T/Time Warner decision https://t.co/C775CLrPhh $T, $TWX, $CMCSA, $FOX, $FOXA, $DIS, $SKYAY, $S, $TMUS, $CBS, $VIA, $VIAB, $LGF.A, $LGF.B, $DISCA, $SBGI, $TRCO, $NFLX, $DISCB, $DISCK, $CBS.A"
Wed Jun 13 03:33:02 +0000 2018,So why is $T down in after hours?  \\ud83d\\ude21\\u2014 at least Trump was summarily rebuffed on his CNN opposition \\u2014 AT&amp;T wins court approval to buy Time Warner over Trump opposition https://t.co/hOjQowCc3W
Wed Jun 13 03:21:32 +0000 2018,"RT @taralach: Randall Stephenson, welcome to Hollywood. Nope, still sounds weird. My take on the AT&amp;T-Time Warner ruling:  https://t.co/6It\\u2026"
Wed Jun 13 03:13:38 +0000 2018,"RT @ksheekey: What I\'m reading today:  AT&amp;T Time Warner ruling at 4pm; Trump talks condos, hotels and beaches in North Korea; Thanks to @Sa\\u2026"
Wed Jun 13 03:03:07 +0000 2018,RT @patrickmahan: \\
Wed Jun 13 03:03:00 +0000 2018,"RT @maximegaumond: AT&amp;T wins court approval to buy Time Warner, paving path to more mergers https://t.co/mG95sMpv5U #sp500 $T"
Wed Jun 13 03:00:52 +0000 2018,\\
Wed Jun 13 02:54:14 +0000 2018,"AT&amp;T wins court approval to buy Time Warner, paving path to more mergers https://t.co/mG95sMpv5U #sp500 $T"
Wed Jun 13 02:15:33 +0000 2018,Judge approves AT&amp;T-Time Warner deal https://t.co/ulkCPNqSNp #TVNews #BroadcastNews $T $TWX https://t.co/7RjGMfjG9Q
Wed Jun 13 02:00:41 +0000 2018,"RT @permabear_uk: Judge approves the AT&amp;T $T and Time Warner $TWX deal.\\n--\\nMeanwhile, Comcast $CMCSA looks set to raise the bid for $FOXA.\\u2026"
Wed Jun 13 01:58:17 +0000 2018,@Jamierodr10 @ROHLL5 @Golfinggary5221 @bbusa617 @grizz_meister @buzzman888 @pinkk9lover @ReneeCarrollAZ @AnnaApp91838450 @RuthieRedSox @RubyRockstar333 @GartrellLinda AT&amp;T needs to clean house at CNN $T $TWX
Wed Jun 13 01:35:22 +0000 2018,AT&amp;T\\u2019s Time Warner Takeover Wins Judge\\u2019s Approval in Defeat for Justice Dept. https://t.co/EJd30MYFL4  $T $TWX $DIS $CMCSA $FOXA $AET $CVS $S $TMUS
Wed Jun 13 01:33:56 +0000 2018,RT @Reuters: AT&amp;T wins court approval to buy Time Warner over Trump opposition: https://t.co/x9LAJO8PiZ Read the opinion: https://t.co/hstT\\u2026
Wed Jun 13 01:27:24 +0000 2018,M&amp;A gates open with judge\'s blessing on AT&amp;T-Time Warner merger https://t.co/ykZorB8lvD  $S $TMUS $CVS $AET $DIS $TWX $T $CMCSA $FOXA
Wed Jun 13 01:21:50 +0000 2018,$T AT&amp;T wins: Judge clears $85 billion bid for Time Warner with no conditions https://t.co/Z5zxl50BnP $TWX $SPY $GLD $SLV $QQQ $DIA $DJIA $IWM $TLT $EEM $ETH $BTC $LTC $XRP #stockmarket #commodities #investing #finance #stocks #gold #silver #bonds #bitcoin
Wed Jun 13 01:13:50 +0000 2018,Coming up on @BBCWorldService\'s #TheNewsroom programme -- I\'ll be talking the $T - $TWX tie-up in about 5 minutes.  Listen live and for free at https://t.co/5YNq7D9kca. #ATTTimeWarner
Wed Jun 13 01:13:00 +0000 2018,$T Judge Clears AT&amp;T\'s Time Warner Deal via https://t.co/jURZDymPXI
Wed Jun 13 01:10:58 +0000 2018,Judge rules AT&amp;T can acquire Time Warner https://t.co/bqZNW6T5Pf via @WSJ  $T $TWX
Wed Jun 13 01:06:50 +0000 2018,Oppenheimer Keeps a Hold Rating on AT&amp;T Inc $T https://t.co/BonPd993Ln
Wed Jun 13 00:57:14 +0000 2018,RT @TedatACA: Getting a Front-Row Seat for the AT&amp;T Ruling Costs Up to $860 https://t.co/2Cf2hqJx7e $T $TWX https://t.co/QmlDfJWzbz
Wed Jun 13 00:55:55 +0000 2018,"RT @StockTwits: It\'s official. AT&amp;T $T and Time Warner $TWX are allowed to merge. If you missed it, here are the best things people are say\\u2026"
Wed Jun 13 00:55:51 +0000 2018,RT @TedatACA: @RBRTVBR @AdamRJacobson1 reports: @AmericanCable: Forget AT&amp;T/Time Warner: Comcast/NBCU Is Worse | Radio &amp; Television Busines\\u2026
Wed Jun 13 00:52:02 +0000 2018,Buy or Sell AT&amp;T Inc. Stock With Its 6% Dividend Yield? $T https://t.co/UfA1qt4xqh #dividend https://t.co/9AgZQdzZxK
Wed Jun 13 00:48:12 +0000 2018,RT @RichBTIG: The most important takeaway from AT&amp;T Time Warner decision that nobody is talking about \\u2014&gt;\\n\\u201cAT&amp;T Wants To Give Video Away for\\u2026
Wed Jun 13 00:44:40 +0000 2018,RT @RichBTIG: How amazing is this line $T $TWX via @business @eelarson @damclaugh\\n\\
Wed Jun 13 00:30:35 +0000 2018,@509RhymeAnimal @cracraft_teresa The economy did not need stimulus at that time. You were at historically low unemployment. Growth was decent. Less than promised but good. The deficit was increased by  $T+. \\nLook for problems.
Wed Jun 13 00:30:09 +0000 2018,"RT @theflynews: After judge clears AT&amp;T-Time Warner deal, other deal stocks pop $AET $CVS $CI $ESRX $T $TWX https://t.co/xekONdqCN8"
Wed Jun 13 00:23:37 +0000 2018,$T $TIME $TWX AT&amp;T wins court approval to buy Time Warner https://t.co/YVFX4URtQx
Wed Jun 13 00:23:37 +0000 2018,$GOOG $GOOGL $NFLX $T $TIME $TWX AT&amp;T wins court approval to buy Time Warner over Trump opposition https://t.co/sNEkj7Vf0r
Wed Jun 13 00:23:34 +0000 2018,$GOOG $GOOGL $NFLX $T $TIME $TWX AT&amp;T wins court approval to buy Time Warner over Trump opposition https://t.co/t7xss9uNN2
Wed Jun 13 00:23:33 +0000 2018,$T $TIME $TWX Time Warner shares shoot higher after judge rules in favor of merger with AT&amp;T; other media stocks gain https://t.co/H4uJSIqTu4
Wed Jun 13 00:23:32 +0000 2018,$T $TIME $TWX AT&amp;T wins: Judge clears $85 billion bid for Time Warner with no conditions https://t.co/MNCqVbBtb6
Wed Jun 13 00:22:53 +0000 2018,RT @Reuters: AT&amp;T wins court approval to buy Time Warner over Trump opposition: https://t.co/x9LAJO8PiZ Read the opinion: https://t.co/hstT\\u2026
Wed Jun 13 00:20:36 +0000 2018,"RT @ken_tex: So, based on tomorrow\'s decision, $T either goes to $30 or $40. But if you think about long term. AT&amp;T isn\'t going anywhere. I\\u2026"
Wed Jun 13 00:18:31 +0000 2018,$T $TIME $TWX Read the full court opinion approving AT&amp;T\'s bid for Time Warner https://t.co/tbY8DqL4CS
Wed Jun 13 00:18:31 +0000 2018,"$T $TIME $TWX Judge rebukes DOJ in AT&amp;T-Time Warner ruling, analyst says https://t.co/pgWH43eBjt"
Wed Jun 13 00:13:08 +0000 2018,RT @Reuters: AT&amp;T wins court approval to buy Time Warner over Trump opposition: https://t.co/x9LAJO8PiZ Read the opinion: https://t.co/hstT\\u2026
Wed Jun 13 00:12:37 +0000 2018,RT @RichBTIG: WATCH at 4:23 mark: replay of @CNBCFastMoney discussing impact of $T $TWX court decision and implications to $FOXA $DIS $CMCS\\u2026
Wed Jun 13 00:11:30 +0000 2018,"RT @taralach: Randall Stephenson, welcome to Hollywood. Nope, still sounds weird. My take on the AT&amp;T-Time Warner ruling:  https://t.co/6It\\u2026"
Wed Jun 13 00:05:02 +0000 2018,"RT @taralach: Randall Stephenson, welcome to Hollywood. Nope, still sounds weird. My take on the AT&amp;T-Time Warner ruling:  https://t.co/6It\\u2026"
Wed Jun 13 00:01:48 +0000 2018,"Like the big banks, $T is quite difficult to analyze. On the surface, it looks cheap at &lt; 10x \\u201818 guidance with a 6% dividend yield"
Wed Jun 13 23:47:19 +0000 2018,$BABA ...$206.62   -1.18% \\n\\nSweet \\u201cHome Wrecker\\u201d Alibaba \\n\\nTrading like dookie this week https://t.co/r8dXtZ22mo
Wed Jun 13 21:58:25 +0000 2018,RT @AlterViggo: Jim Chanos covered his $BABA short 9 MONTHS before he announced it. Do $TSLA shorts *really* believe he hasn\'t already cove\\u2026
Wed Jun 13 20:53:26 +0000 2018,"@skabooshka U really believe in this loser Jim Chanos ?? do u know how much he lost on $BABA shorts, go do some research. https://t.co/47JHz1hggz  $TSLA"
Wed Jun 13 20:21:28 +0000 2018,$BABA DOMINATED BY BEARS DRAGGING THE MARKET LOWER THROUGHOUT THE DAY: https://t.co/FOuyhmZKxo\\nSentiment: Bearish #BABA #Alibaba
Wed Jun 13 19:33:03 +0000 2018,"Alibaba Group Holding - Savvy investors will press on this:  $BABA has been dealing with an SEC probe first disclosed in May-2016.  Since then the details continue to be scant, leaving you unable to assess the true risk it poses. (published 27-Mar-2018)  https://t.co/kGu0Ks2xyc"
Wed Jun 13 19:26:50 +0000 2018,Alibaba Group $BABA and TechTarget $TTGT Head-To-Head Survey https://t.co/nCRsmjQG4m
Wed Jun 13 19:21:01 +0000 2018,"Alibaba Group Holding - Savvy investors will press on this:  $BABA has been dealing with an SEC probe first disclosed in May-2016.  Since then the details continue to be scant, leaving you unable to assess the true risk it poses. (published 27-Mar-2018)  https://t.co/PTiWlB1W2V"
Wed Jun 13 18:36:21 +0000 2018,RT @probesreporter: Alibaba Group Holding - Savvy investors will press on this:  $BABA has been dealing with an SEC probe first disclosed i\\u2026
Wed Jun 13 17:12:00 +0000 2018,"Alibaba Group Holding - Savvy investors will press on this:  $BABA has been dealing with an SEC probe first disclosed in May-2016.  Since then the details continue to be scant, leaving you unable to assess the true risk it poses. (published 27-Mar-2018)  https://t.co/w4j11Kt0wT"
Wed Jun 13 14:55:32 +0000 2018,Just took an 11.33% profit in a CFD with leverage x2 in Alibaba. Remain bullish about Asian technology stocks and will open a new position in $BABA in the next opportunity: https://t.co/HmCbdgjvGU
Wed Jun 13 13:22:22 +0000 2018,$BABA I have said it before alibaba\\u2019s cloud business makes this a $250 alone and it is expanding and partnering every day.
Wed Jun 13 13:01:09 +0000 2018,RT @AlterViggo: Jim Chanos covered his $BABA short 9 MONTHS before he announced it. Do $TSLA shorts *really* believe he hasn\'t already cove\\u2026
Wed Jun 13 11:43:19 +0000 2018,State Street Corp Boosted Alibaba Group Hldg $BABA Holding by $215.02 Million https://t.co/TEFz8GH0vS
Wed Jun 13 09:06:27 +0000 2018,$BABA 6/8 update to client: #Alibaba found support at $199.94 after ending wave ((4)) FLAT. Long is risk free #elliottwave https://t.co/QmCIZ4tAZG
Wed Jun 13 05:01:07 +0000 2018,"RT @Dealogic: Thanks to the buying spree started in 2015, Alibaba has made $76.5bn of investments through 122 M&amp;A transactions since then.\\u2026"
Wed Jun 13 04:12:56 +0000 2018,RT @JerryCap: Alibaba the leading global disruptor.\\n\\n\\
Wed Jun 13 03:57:09 +0000 2018,RT @AlibabaPRGuy: The next phase of New Retail: RT-Mart has finished a months-long digital transformation of a quarter of its 400 using Ali\\u2026
Wed Jun 13 01:10:48 +0000 2018,RT @Dan_Sokolowski: $BABA Alibaba Group President Michael Evans has just taken the stage at @AmericasForum #ConfMTL to speak on Global Trad\\u2026
Wed Jun 13 00:39:46 +0000 2018,"RT @Dealogic: Thanks to the buying spree started in 2015, Alibaba has made $76.5bn of investments through 122 M&amp;A transactions since then.\\u2026"
Wed Jun 13 00:25:28 +0000 2018,Is $BABA set for new highs? \\n\\nhttps://t.co/YaWXaVMTEt\\n\\n#Alibaba #optionsflow #investing https://t.co/XP6QZGBs1y
Wed Jun 13 00:22:02 +0000 2018,"Thanks to the buying spree started in 2015, Alibaba has made $76.5bn of investments through 122 M&amp;A transactions since then. #DealogicInsights $BABA https://t.co/a82H1ABkqo"
Wed Jun 13 00:13:36 +0000 2018,"RT @iQonz: @CNBC @jimcramer They do not understand the power of Alibaba yet.  That\'s a great stock to own. Buy, $BABA."
Wed Jun 13 23:46:18 +0000 2018,"#NASDAQ has traded at all time high (chart of the 1 year). \\n\\nInteresting to note, recent gains in Facebook $FB and Alphabet (Google) put them back to where they were trading pre-privacy issues. https://t.co/DhLfuv6rna"
Wed Jun 13 23:12:18 +0000 2018,Convicted Biotech CEO Martin Shkreli sends a missive to his fanbase via Facebook. Says he has 10 new and unreleased tracks by @Drake\\n$FB https://t.co/Fb6kaYXLDr
Wed Jun 13 22:07:53 +0000 2018,#Breaking @millervalue $FB @buzzfeed NY Times CEO: Facebook\\u2019s Fake News Algorithm Will \\u2018Damage\\u2019 #Democracy https://t.co/bDytoJtjgr via @dailycaller
Wed Jun 13 22:02:14 +0000 2018,Which social media platform do you trust more? Especially after the Facebook $Fb scandal?  Twitter or facebook
Wed Jun 13 21:47:37 +0000 2018,RT @charliebilello: In the past 5 years...\\n\\nFacebook has had an avg price to sales ratio of 16 and its stock is up 700%.\\n\\nFord has had an a\\u2026
Wed Jun 13 21:32:33 +0000 2018,Has the glass ceiling been broken in Minnesota? Facebook says yes. https://t.co/8Ugx86TlWo $FB https://t.co/pmBjvsKNSn
Wed Jun 13 21:15:58 +0000 2018,"7 Strong Buy Stocks Analysts Are Upgrading Now, Including Facebook, Inc.\\n\\n$MDCA $SRPT $VYGR $NEWR $DVAX $NI $FB  \\n\\nhttps://t.co/M6G34IW9tA"
Wed Jun 13 21:12:33 +0000 2018,".@Uber hires Daniel Danker (formerly $FB, Shazam, and $MSFT) to lead driver products https://t.co/QYmG50XB5z via @techcrunch"
Wed Jun 13 21:08:08 +0000 2018,"RT @PlainSite: Facebook $FB is now advertising a 12-minute video about misinformation (viewed 33,000 times so far) that is itself a high-pr\\u2026"
Wed Jun 13 21:05:53 +0000 2018,"RT @PlainSite: Facebook $FB is now advertising a 12-minute video about misinformation (viewed 33,000 times so far) that is itself a high-pr\\u2026"
Wed Jun 13 20:45:52 +0000 2018,"RT @PlainSite: Facebook $FB is now advertising a 12-minute video about misinformation (viewed 33,000 times so far) that is itself a high-pr\\u2026"
Wed Jun 13 20:43:39 +0000 2018,"Facebook $FB is now advertising a 12-minute video about misinformation (viewed 33,000 times so far) that is itself a high-production piece of stupendous misinformation. The truth: Facebook\'s CEO is a sociopathic liar whose willful ignorance has allowed for massive fraud."
Wed Jun 13 20:33:23 +0000 2018,$FB Facebook releases new privacy safeguards after ceding to pressure from advertisers https://t.co/mhFIXnDN6c
Wed Jun 13 20:33:21 +0000 2018,$FB Uber hires Facebook\'s product director as its driver product head https://t.co/Oq4tJCG3kf
Wed Jun 13 20:33:20 +0000 2018,$FB Uber hires Facebook\'s product director as its driver product head https://t.co/kY8LDwEM5W
Wed Jun 13 20:33:14 +0000 2018,$FB UK government says it\\u2019s on the path to creating a tech giant to rival Google or Facebook https://t.co/DkpKAPfIEe
Wed Jun 13 20:19:55 +0000 2018,$FB POPS TO HIGHEST CLOSE SINCE JUNE 5TH: https://t.co/mpirXt7PBT\\nSentiment: Neutral #FB #Facebook
Wed Jun 13 20:14:02 +0000 2018,RT @SusanLiTV: $fb #Facebook -3% this week as Nasdaq hits record! 14 million users private posts may have been made public for 10 days in M\\u2026
Wed Jun 13 19:00:29 +0000 2018,"Lost in barrage of news yesterday --&gt; Vietnam passed a cybersecurity law requiring service providers, including Google &amp; Facebook, to store user data in Vietnam, open offices in the country, and remove offensive content within 24 hours if asked. $GOOGL $FB https://t.co/K62i45WlHk"
Wed Jun 13 18:34:53 +0000 2018,RT @presiamapp: VERY IMPORTANT NEWS FROM https://t.co/52iIPbav4D.\\n#DeleteFacebook $fb #facebook https://t.co/5lDjLMs6q3
Wed Jun 13 18:23:01 +0000 2018,"$FB $GOOGL EU Data Chief Says Google, Facebook Facing GDPR Probes via https://t.co/jURZDymPXI"
Wed Jun 13 18:19:00 +0000 2018,RT @DanRusso_CMT: @LanceRoberts @michaellebowitz @zerohedge Hitting the bids of all the summer summer interns who followed the advice in th\\u2026
Wed Jun 13 17:42:48 +0000 2018,$FB \\
Wed Jun 13 17:32:14 +0000 2018,via dseetharaman: Good catch by @businessinsider: Facebook updated a blog post on May 1 with a state-by-state breakdown of users whose data may have been shared with Cambridge Analytica. Check here: https://t.co/qRmiQrZjNN &amp; https://t.co/8oxe27sa17 $fb
Wed Jun 13 17:27:50 +0000 2018,https://t.co/a4tExzJAaP\\n$SHOP $FB
Wed Jun 13 17:14:00 +0000 2018,REPORT: Facebook installing new privacy safeguards around ads: https://t.co/Lhy30XD4Ro $FB
Wed Jun 13 17:10:21 +0000 2018,@josephenicholas @Twitter Snap inc. has @instagram as a competitor. They are one upping IG (arguably @facebook\'s most valuable asset) with impuety (Snapchat discover). Snapchat is only 3% of $fb\'s MKT cap. Add it all up.
Wed Jun 13 17:06:34 +0000 2018,"via David_Ingram: Facebook softened its stance on data brokers after big marketers threatened to pull their ad dollars, by @joel_schectman with an assist from yours truly. https://t.co/EDzUxU4fMA $fb"
Wed Jun 13 17:03:29 +0000 2018,Google is using Facebook fatigue to woo publishers $GOOGL $FB - https://t.co/KQ4kMOE8ri
Wed Jun 13 16:58:52 +0000 2018,Facebook won\\u2019t rule out listening to your conversations in the future $FB - https://t.co/BiLXoGUVB1
Wed Jun 13 16:48:51 +0000 2018,Facebook\'s data should be a public resource $FB - https://t.co/kiRR0kwtp8
