Tue Jun 19 23:29:04 +0000 2018,"Insider Selling: Walmart Inc $WMT Director Sells 760,377 Shares of Stock https://t.co/SeOnoxJgzQ"
Tue Jun 19 17:12:39 +0000 2018,$AAPL Apple options active https://t.co/0uLfXiTusI
Tue Jun 19 17:09:14 +0000 2018,Ending soon: Apple\'s loaded 1TB 15\\
Tue Jun 19 17:01:23 +0000 2018,Apple: My Top Pick For The Next Decade $AAPL #tech #AAPL $QQQ #technology #applenews #IT #AppleMusic #AppleWatch #ApplePay #appleevent #app #Appstore #AppleStore #appleteacher #applepaypl #ApplePaywPolsce #apps #stockstowatch #stocks #stockwatch #shares #i https://t.co/MxNXPFM5vq
Tue Jun 19 16:57:44 +0000 2018,"$AAPL Apple will spend more on original content than any other tech giant, with a budget of $8.3bn, compared to Netflix\'s $6.8bn. https://t.co/xGtASdtqN5"
Tue Jun 19 16:46:13 +0000 2018,"$AAPL Apple confirmed various TV content-related moves, including deals with Oprah Winfrey, Jennifer Aniston, Reese Witherspoon, and Steven Spielberg.  $NFLX"
Tue Jun 19 16:44:10 +0000 2018,RT @gurufocus: A rush for talent ensues after Netflix set the stage for original content delivery https://t.co/BOxBrASEHP  $AAPL $NFLX $AMZ\\u2026
Tue Jun 19 16:41:05 +0000 2018,A rush for talent ensues after Netflix set the stage for original content delivery https://t.co/BOxBrASEHP  $AAPL $NFLX $AMZN https://t.co/vXxoDcpmmJ
Tue Jun 19 16:36:53 +0000 2018,$aapl experienced 5% decrease in institutional ownership. That\'s not very good. But the interesting thing is that $brk - Berkshire has increased its holding by 44%. That\'s a mixed signal. Who do you think is right? @StockMetrixApp #applenews #apple #AAPL
Tue Jun 19 16:35:30 +0000 2018,RT @JPDesloges: #Apple : \\nTesting the tiny Daily Support of a Megaphone trading pattern (blue). Bulls failed to stay over previous Daily Br\\u2026
Tue Jun 19 16:23:52 +0000 2018,$AAPL $CEO Apple CEO to advocate end to \'inhumane\' immigrant children separation:  Irish Times https://t.co/four2BXFOE
Tue Jun 19 16:23:50 +0000 2018,$AAPL $CEO Apple CEO to advocate end to \'inhumane\' immigrant children separation:  Irish Times https://t.co/YOBAB9mncW
Tue Jun 19 16:23:44 +0000 2018,"$AAPL $CEO Trump told Tim Cook that US would not place tariffs on iPhones, but Apple\'s still worried https://t.co/brQLux0W5l"
Tue Jun 19 16:23:42 +0000 2018,$AAPL Apple is the big tech firm most at risk from a US-China trade war https://t.co/dwugl5bj7r
Tue Jun 19 16:23:39 +0000 2018,$AAPL White House\'s Navarro on China trade talks: No knowledge of Apple iPhone exemption https://t.co/GxCPJPIlpd
Tue Jun 19 16:20:01 +0000 2018,RT @TradersCom: Navarro says \\
Tue Jun 19 16:00:27 +0000 2018,War between $AAPL and #Samsung continues. \\n\\nhttps://t.co/ZhnInEz0dW https://t.co/lOGuNdeVEc
Tue Jun 19 15:52:40 +0000 2018,Spitfire Capital Has Trimmed Builders Firstsource $BLDR Holding by $1.35 Million; Share Value Declined; Ingalls &amp; Snyder Has Lifted Apple $AAPL Holding by $8.10 Million; Stock Value Rose - https://t.co/oAy2XJWY8A
Tue Jun 19 15:49:36 +0000 2018,#Navarro: No knowledge of #Apple #tariffs exemption $AAPL https://t.co/QOj5VmNR3x
Tue Jun 19 15:43:12 +0000 2018,@TradersCom Apple $AAPL $184.86 \\u25bc 3.90 (2.07%)
Tue Jun 19 15:41:08 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 15:38:51 +0000 2018,June 1st:\\n\\nWait for $170 to Buy #Apple $AAPL \\nhttps://t.co/0jktLnp4fS via @investopedia
Tue Jun 19 15:38:47 +0000 2018,Navarro says \\
Tue Jun 19 15:35:47 +0000 2018,RT @carlquintanilla: Our @andrewrsorkin: Hearing that Apple signed a deal with @Oprah made you feel what.\\n\\n@Hulu CEO: \\
Tue Jun 19 15:32:21 +0000 2018,Apple fears U.S.-China trade war may lead to retaliation and shipping delays $AAPL @apple https://t.co/jhDTtIhrPP
Tue Jun 19 15:31:23 +0000 2018,White House Trade Adviser Navarro on China trade talks: No knowledge of Apple iPhone exemption $AAPL https://t.co/eEQcPFgo71
Tue Jun 19 15:30:10 +0000 2018,Code Unlock on #Apple $AAPL #iPhone #LG #Samsung #ZTE #MetroPCS #ATT #Tmobile #Cricket Save Money #unlock #Code Codeunlock
Tue Jun 19 15:29:25 +0000 2018,Apple Inc is doomed. $AAPL dropped by 2.0534%! Currently priced at 184.8644. https://t.co/3BFG3rvRUR #AAPL
Tue Jun 19 15:28:56 +0000 2018,$AAPL\\n\\nWhite House\'s Navarro on China trade talks: No knowledge of Apple iPhone exemption - https://t.co/KpHQJP4SDZ
Tue Jun 19 15:24:04 +0000 2018,RT @carlquintanilla: Our @andrewrsorkin: Hearing that Apple signed a deal with @Oprah made you feel what.\\n\\n@Hulu CEO: \\
Tue Jun 19 15:22:25 +0000 2018,Our @andrewrsorkin: Hearing that Apple signed a deal with @Oprah made you feel what.\\n\\n@Hulu CEO: \\
Tue Jun 19 15:05:52 +0000 2018,"Apple $AAPL, a Dow Jones Industrial stock moved below $185.10 completing a double top pattern https://t.co/YA0jgjSKhK"
Tue Jun 19 15:03:50 +0000 2018,$AAPL China accounts for nearly 20 percent of Apple revenues &amp; is the tech firm most at risk from the trade kerfuffle https://t.co/l7s3d9Pnan
Tue Jun 19 15:00:44 +0000 2018,"RT @AmyLewis1414: \\u2018Error 53\\u2019 proves costly for Apple....\\n\\nhttps://t.co/M3eiUQKXwY\\n\\n#Apple, $AAPL, #iPhone, #Samsung, #iPad, #Tim, #Cook, #E\\u2026"
Tue Jun 19 15:00:07 +0000 2018,"\\u2018Error 53\\u2019 proves costly for Apple\\n\\nhttps://t.co/D6kibySQh4\\n\\n#Apple, $AAPL, #iPhone, #Samsung, #iPhad, #Tim, #Cook, #Earnings https://t.co/T5oioNsurI"
Tue Jun 19 15:00:05 +0000 2018,"RT @AmyLewis1414: \\u2018Error 53\\u2019 proves costly for Apple....\\n\\nhttps://t.co/M3eiUQKXwY\\n\\n#Apple, $AAPL, #iPhone, #Samsung, #iPad, #Tim, #Cook, #E\\u2026"
Tue Jun 19 14:59:48 +0000 2018,"\\u2018Error 53\\u2019 proves costly for Apple....\\n\\nhttps://t.co/M3eiUQKXwY\\n\\n#Apple, $AAPL, #iPhone, #Samsung, #iPad, #Tim, #Cook, #Earnings https://t.co/JmA1EQsmeu"
Tue Jun 19 14:54:17 +0000 2018,"AAPL blows out bull pennant; https://t.co/dwKHCtmOqd, with ugly downside gap, now at top band of very solid support(May high-$183.50), lower band=Jan/Feb highs($180.40), 50D also in play($182.25), $aapl, #aapl, #apple, $spx https://t.co/3H7f9J9Qev"
Tue Jun 19 14:47:20 +0000 2018,RT @JPDesloges: #Apple : \\nTesting the tiny Daily Support of a Megaphone trading pattern (blue). Bulls failed to stay over previous Daily Br\\u2026
Tue Jun 19 14:45:06 +0000 2018,Best Unlock Rate #Wholesale Unlock Code #Apple #samsung #InstantUnlock #LG #unlock #unlocking $AAPL #MasterDealer #GSM #Reseller
Tue Jun 19 14:23:22 +0000 2018,#Cloud Credential Council for the follow #CLOUDUNLOCK Check Out #Apple #iCloud #iPhone $AAPL for #unlock #code https://t.co/sFE120Bm7R
Tue Jun 19 14:17:22 +0000 2018,"$AAPL Honest question, if people are scared Apple loses its China business (20% of revenue), what\\u2019s the bottom on this panic?!"
Tue Jun 19 14:09:48 +0000 2018,"RT @BostonRoca: \\u201cThe problem with escalating the #tariffs, JPMorgan said, is that a certain percentage of #China\'s exports are western prod\\u2026"
Tue Jun 19 14:05:08 +0000 2018,"RT @BostonRoca: \\u201cThe problem with escalating the #tariffs, JPMorgan said, is that a certain percentage of #China\'s exports are western prod\\u2026"
Tue Jun 19 13:58:32 +0000 2018,RT @ReutersBiz: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/eBJqrIL7VX $AAPL https://t.co/BWvUfBeSYR
Tue Jun 19 13:58:03 +0000 2018,RT @OphirGottlieb: https://t.co/K7mFRyKXcp\\nApple is the big tech firm most at risk from a US-China trade war\\n-\\n$AAPL
Tue Jun 19 13:54:44 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:54:10 +0000 2018,https://t.co/K7mFRyKXcp\\nApple is the big tech firm most at risk from a US-China trade war\\n-\\n$AAPL
Tue Jun 19 13:52:54 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:52:06 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:48:15 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:47:30 +0000 2018,"If people are selling  $AAPL due to trade worries its pure stupidity, On both sides of the War apple has done to much and means to much to be touched...."
Tue Jun 19 13:45:57 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:45:16 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:43:46 +0000 2018,"RT @MarketCurrents: Apple roundup: Betting on iPhone X Plus, Australian court fine https://t.co/jb14EZZ976 #premarket $AAPL"
Tue Jun 19 13:42:47 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:42:42 +0000 2018,RT @SeekingAlpha: $AAPL #APPLE $ABBV $ADM $ALLE $AM $AMGP $AMP $AMT $ANDX $AOS $APD $APOG $APTS $AQN $AVGO $AY $BAC $BEP $BIP $BLL https://\\u2026
Tue Jun 19 13:41:16 +0000 2018,RT @SAlphaTrending: $AAPL #APPLE $ABBV $ADM $ALLE $AM $AMGP $AMP $AMT $ANDX $AOS $APD $APOG $APTS $AQN $AVGO $AY $BAC $BEP $BIP $BLL https:\\u2026
Tue Jun 19 13:39:18 +0000 2018,RT @ReutersBiz: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/eBJqrIL7VX $AAPL https://t.co/BWvUfBeSYR
Tue Jun 19 13:39:05 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:38:49 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:37:48 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:37:04 +0000 2018,RT WSJMoneyBeat \\
Tue Jun 19 13:36:25 +0000 2018,"Fisher Asset Management Has Trimmed Msc Indl Direct $MSM Position by $782,873; Apple $AAPL Shareholder Bangor Savings Bank Boosted Its Stake by $540,746 - https://t.co/efKq85GHJc"
Tue Jun 19 13:35:49 +0000 2018,RT @markflowchatter: $AAPL - iPhones made in China not to be subject to US tariffs \\u2013 NYT   https://t.co/J2O61RHq6G
Tue Jun 19 13:33:32 +0000 2018,"RT @WSJMoneyBeat: Tuesday\'s Stocks to Watch include $BA, $AAPL, $WFC, $NFLX and more:\\nhttps://t.co/KGrkSGTqf5"
Tue Jun 19 13:33:31 +0000 2018,"Tuesday\'s Stocks to Watch include $BA, $AAPL, $WFC, $NFLX and more:\\nhttps://t.co/KGrkSGTqf5"
Tue Jun 19 13:33:15 +0000 2018,RT @markflowchatter: $AAPL - iPhones made in China not to be subject to US tariffs \\u2013 NYT   https://t.co/J2O61RHq6G
Tue Jun 19 13:32:56 +0000 2018,$AAPL - iPhones made in China not to be subject to US tariffs \\u2013 NYT   https://t.co/J2O61RHq6G
Tue Jun 19 13:31:44 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:31:36 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:30:52 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:30:36 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:30:23 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:30:20 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:30:18 +0000 2018,"\\u201cThe problem with escalating the #tariffs, JPMorgan said, is that a certain percentage of #China\'s exports are western products that are ONLY manufactured in the Asian nation.\\u201d Like all @apple products! $AAPL #IPhoneX #IPhone8Plus #IPad @POTUS @CNBC @FoxBusiness @BloombergTV"
Tue Jun 19 13:30:17 +0000 2018,Apple $AAPL market alert: 5-week low @ 185.49 https://t.co/uXB0NnH84F
Tue Jun 19 13:30:08 +0000 2018,RT: @reuters :Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/imPdUth65N $AAPL https://t.co/E20mAZoPFz
Tue Jun 19 13:30:04 +0000 2018,$AAPL #APPLE $ABBV $ADM $ALLE $AM $AMGP $AMP $AMT $ANDX $AOS $APD $APOG $APTS $AQN $AVGO $AY $BAC $BEP $BIP $BLL https://t.co/22E7iQDZoN
Tue Jun 19 13:29:51 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:29:07 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:29:01 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:28:50 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:28:41 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:28:36 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:28:18 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:28:13 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:28:05 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:27:32 +0000 2018,RT @ReutersBiz: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/eBJqrIL7VX $AAPL https://t.co/BWvUfBeSYR
Tue Jun 19 13:27:06 +0000 2018,RT @ReutersBiz: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/eBJqrIL7VX $AAPL https://t.co/BWvUfBeSYR
Tue Jun 19 13:27:05 +0000 2018,Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/eBJqrIL7VX $AAPL https://t.co/BWvUfBeSYR
Tue Jun 19 13:27:02 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:26:55 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:26:51 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:26:47 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:26:40 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:26:30 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:26:29 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:26:09 +0000 2018,Apple fined $9 million by Australia\'s Federal Court https://t.co/IyNsw9NYkM $AAPL https://t.co/G8jWZZLauz
Tue Jun 19 13:26:05 +0000 2018,RT @Reuters: Australian court fines Apple $6.7 million over #iPhone \'bricking\' case https://t.co/61dezdh1el $AAPL https://t.co/B6AXTOkyCr
Tue Jun 19 13:25:27 +0000 2018,Very Interesting $AAPL should be up in all this negative news yet few nervous investors selling off \\n https://t.co/Ox9tTwKD8t
Tue Jun 19 13:21:41 +0000 2018,$AAPL #APPLE $ABBV $ADM $ALLE $AM $AMGP $AMP $AMT $ANDX $AOS $APD $APOG $APTS $AQN $AVGO $AY $BAC $BEP $BIP $BLL https://t.co/R6M4zwZMuC
Tue Jun 19 13:09:46 +0000 2018,Supply chain report suggests Apple expects 6.5-inch \\u2018iPhone X Plus\' to be most popular 2018 iPhone model https://t.co/x9Q0BIFlUI $AAPL https://t.co/6ebVXnUK2z
Tue Jun 19 13:05:26 +0000 2018,RT @JPDesloges: #Apple : \\nTesting the tiny Daily Support of a Megaphone trading pattern (blue). Bulls failed to stay over previous Daily Br\\u2026
Tue Jun 19 13:05:00 +0000 2018,#Apple : \\nTesting the tiny Daily Support of a Megaphone trading pattern (blue). Bulls failed to stay over previous Daily Breakout Trendline (top yellow) and 20 DMA.\\n$AAPL #Trading #investing #aapl https://t.co/V0u1RvybNu
Tue Jun 19 13:02:48 +0000 2018,#austraila 6.6$ fine on $aapl https://t.co/RISGpZ3CtR
Tue Jun 19 13:00:18 +0000 2018,RT @andreascseh: A Typical Apple $AAPL Consumer \\ud83d\\udc11\\ud83d\\udc11\\ud83d\\udc11 $1000 Smartphone with a 10.000 mAh Extra Battery \\ud83d\\udc2e\\ud83e\\udd23 #iPhoneX #iPhone8 #iPhone8Plus @Ste\\u2026
Tue Jun 19 12:54:50 +0000 2018,"Apple roundup: Betting on iPhone X Plus, Australian court fine $AAPL https://t.co/1d2tj7XiRJ"
Tue Jun 19 12:53:15 +0000 2018,"RT @MarketCurrents: Apple roundup: Betting on iPhone X Plus, Australian court fine https://t.co/jb14EZZ976 #premarket $AAPL"
Tue Jun 19 12:50:14 +0000 2018,"Apple roundup: Betting on iPhone X Plus, Australian court fine https://t.co/86MABfM2Kq $AAPL"
Tue Jun 19 12:48:25 +0000 2018,A Typical Apple $AAPL Consumer \\ud83d\\udc11\\ud83d\\udc11\\ud83d\\udc11 $1000 Smartphone with a 10.000 mAh Extra Battery \\ud83d\\udc2e\\ud83e\\udd23 #iPhoneX #iPhone8 #iPhone8Plus @StephenNellis https://t.co/iwCMO5USeu
Tue Jun 19 12:47:05 +0000 2018,"Apple roundup: Betting on iPhone X Plus, Australian court fine https://t.co/00yWE3ZfVN $AAPL"
Tue Jun 19 12:41:47 +0000 2018,"Apple roundup: Betting on iPhone X Plus, Australian court fine https://t.co/cQpq6TNDX1 #premarket $AAPL"
Tue Jun 19 12:41:47 +0000 2018,"Apple roundup: Betting on iPhone X Plus, Australian court fine https://t.co/jb14EZZ976 #premarket $AAPL"
Tue Jun 19 12:30:33 +0000 2018,"Camarda Financial Advisors Has Lowered Its Apple $AAPL Holding as Stock Rose; As Ncr New $NCR Stock Declined, Silchester International Investors Llp Has Raised Stake by $534,967 - https://t.co/0zEJFxw9XV"
Tue Jun 19 12:26:19 +0000 2018,"#Xiaomi &amp; #Huawei lack #Apple\'s brand value $AAPL, I own a Xiaomi A1"
Tue Jun 19 12:13:53 +0000 2018,"Jrm Investment Counsel Upped Its Apple $AAPL Stake by $318,970; Stock Value Rose; Summit Financial Wealth Advisors Upped Its Eaton Plc $ETN Stake by $385,678 - https://t.co/fsoQKLtDNV"
Tue Jun 19 12:06:42 +0000 2018,Trump told Apple CEO iPhones will be spared from China tariffs - New York Times. Trade-War Storm is not coming to $AAPL  https://t.co/x9z7ioU94q
Tue Jun 19 11:58:14 +0000 2018,"Are Analysts Turning Critical? \\u2013 Teladoc, Inc. (TDOC), Apple Inc. (AAPL) https://t.co/DM7Oq2Jfwd $AAPL #stocks #stockmarket"
Tue Jun 19 11:46:12 +0000 2018,Trump told Apple CEO iPhones will be spared from China tariffs $AAPL - https://t.co/6ifkQKccn3
Tue Jun 19 11:45:44 +0000 2018,"If you schedule meetings or appointments, try WhenWorks free https://t.co/h32TG0AuJQ $AAPL https://t.co/Vv3TgKLrxx"
Tue Jun 19 11:31:57 +0000 2018,"Apple\\u2019s major revenue contributor, App Store, has been allegedly accused of monopolizing the sale of iPhone apps by developers over 30% commission. #Apple $AAPL #AppStore #developers, via \\u2066@WSJ\\u2069  https://t.co/lnN3yBWEZ6"
Tue Jun 19 11:29:03 +0000 2018,Is Apple really killing Mac gaming? Of course not https://t.co/0evlWH9j5H $AAPL https://t.co/NrtZv2NFqi
Tue Jun 19 11:23:27 +0000 2018,RT @SAlphaTrending: $AAPL #APPLE $ABBV $BDX $ENB $GOOGL $JNJ $NTNX $PAC $SEP $TCEHY $UNH $V https://t.co/Gi5xCq5AhF
Tue Jun 19 11:06:46 +0000 2018,Apple $AAPL Upgraded by BidaskClub to \\u201cBuy\\u201d https://t.co/DoJew7Onmq
Tue Jun 19 11:00:48 +0000 2018,Apple INC Com Stk $AAPL Shareholder Exxonmobil Investment Management INC Cut Its Stake as Market Valuation Rose - https://t.co/Fjkyod4Tc9
Tue Jun 19 10:58:00 +0000 2018,Exxonmobil Investment Management INC Decreased Its Apple INC Com Stk $AAPL Position by $6.61 Million; Share Price Rose https://t.co/GrNc0k67v1
Tue Jun 19 10:56:53 +0000 2018,Apple INC Com Stk $AAPL Holder Exxonmobil Investment Management INC Decreased Its Position as Stock Value Rose https://t.co/SfH4C3ZRIE
Tue Jun 19 10:54:17 +0000 2018,Exxonmobil Investment Management INC Has Trimmed Its Holding in Apple INC Com Stk $AAPL by $6.61 Million https://t.co/uzx6xubhlE
Tue Jun 19 10:43:20 +0000 2018,Open Text $OTEX Holder Turtle Creek Asset Management Has Decreased Its Position by $3.68 Million as Stock Value Declined; Wharton Business Group Holds Stake in Apple $AAPL - https://t.co/LDE61OyZ5O
Tue Jun 19 10:28:45 +0000 2018,"Apple $AAPL Share Value Rose While Nadler Financial Group Has Lowered by $885,601 Its Position; Neogenomics  $NEO Shareholder Falcon Point Capital Has Decreased Holding by $2.42 Million as Stock Price Rose - https://t.co/2lwOEcRmOc"
Tue Jun 19 10:20:04 +0000 2018,Beyonce and Jay-Z\'s newest release shows how Apple Music has tipped the streaming scale https://t.co/v5o6KplE4p $AAPL
Tue Jun 19 10:16:08 +0000 2018,Investors Buy Apple $AAPL on Weakness on Insider Selling https://t.co/T3KHbLsEnP
Tue Jun 19 09:46:04 +0000 2018,$AAPL - Apple Fined as Customers Win a Right-to-Repair Fight https://t.co/9j6SDNSa6q
Tue Jun 19 09:46:02 +0000 2018,$AAPL - Apple Fined as Customers Win a Right-to-Repair Fight https://t.co/KLIss49mvw
Tue Jun 19 09:45:00 +0000 2018,Wow that\'s big for Tim Cook and Apple $AAPL $QQQ
Tue Jun 19 09:36:00 +0000 2018,BREAKING: Trump reportedly told $aapl Tim Cook that iPhones will be spared from China tariffs https://t.co/iFPpbAsrk7
Tue Jun 19 09:34:13 +0000 2018,"As Grainger W W $GWW Valuation Rose, Lyons Wealth Management Has Cut Position by $303,150; Evermay Wealth Management Stake in Apple $AAPL Decreased by $475,783 as Stock Rose - https://t.co/GLJolxjywx"
Tue Jun 19 09:23:16 +0000 2018,"President Trump told Apple $aapl CEO Tim Cook that the U.S. government will not levy tariffs on iPhones assembled in China, according to the NYT. Good news for $aapl investors."
Tue Jun 19 09:06:35 +0000 2018,Apple $AAPL Stock Rose While Washington Trust Company Has Decreased Its Position; Avis Budget Group $CAR Holder Shanda Payment Holdings LTD Decreased Holding - https://t.co/4AjHaYdEAV
Tue Jun 19 09:02:23 +0000 2018,Apple $AAPL Raised to \\u201cBuy\\u201d at BidaskClub https://t.co/M1n2Tiojem
Tue Jun 19 08:45:42 +0000 2018,"Apple $AAPL Insider Angela J. Ahrendts Sells 6,568 Shares of Stock https://t.co/3e1Ho9E1uY"
Tue Jun 19 08:05:28 +0000 2018,RT @futuresoption: An #Australian court has fined #Apple $6.5m for refusing to fix #iPhones and iPads that had been serviced by third parti\\u2026
Tue Jun 19 08:02:03 +0000 2018,Apple Pay debuts in Poland with support for 8 banks https://t.co/SNbLupFXGd $AAPL https://t.co/U6cbggm7ln
Tue Jun 19 06:33:27 +0000 2018,Apple fined $6.5 million in Australia over misleading customers about right to have faulty iPhones and iPads fixed $AAPL https://t.co/7Nu3rRq3Kx
Tue Jun 19 06:28:30 +0000 2018,$AAPL Trump reportedly told Apple that tariffs against China would spare iPhones https://t.co/8OCn6I2aDF
Tue Jun 19 06:28:30 +0000 2018,"$AAPL Asia Markets: Asian stocks sink, led by Apple suppliers, on Trump\\u2019s latest tariff threat https://t.co/Dsk1iL3CPP"
Tue Jun 19 06:28:29 +0000 2018,$AAPL Australian court fines Apple $6.7 million over iPhone \'bricking\' case https://t.co/D8IQEKNRdX
Tue Jun 19 06:28:27 +0000 2018,$AAPL Australian court fines Apple $6.7 million over iPhone \'bricking\' case https://t.co/m8JvN2chXt
Tue Jun 19 06:25:53 +0000 2018,Some bullish $AAPL news! #iphone exempt from new tariffs. #apple  https://t.co/khljM7XUI8
Tue Jun 19 06:18:15 +0000 2018,$AAPL $NYT Trump reportedly told Apple\'s Tim Cook that iPhones will be spared from China tariffs https://t.co/NLjZuJw7jz
Tue Jun 19 06:14:52 +0000 2018,\\
Tue Jun 19 06:13:40 +0000 2018,$AAPL https://t.co/ZTIcvYqTx7 Pot. intermed top in Uptrend LONGERTERM Wly-Dly-Hly combo chart #Apple #Stocks https://t.co/94uTwoxTfA
